source	CELLLINES_Basal	CELLLINES_Basal_Rank	CELLLINES_Claudin-low	CELLLINES_Claudin-low_Rank	CELLLINES_ERBB2AMP	CELLLINES_ERBB2AMP_Rank	CELLLINES_Luminal	CELLLINES_Luminal_Rank	TCGA_Basal	TCGA_Basal_Rank	TCGA_ERBB2AMP	TCGA_ERBB2AMP_Rank	TCGA_Luminal	TCGA_Luminal_Rank	BOTH_Basal	BOTH_Luminal	BOTH_ERBB2
TCF4/beta catenin/Cbp (complex)	-0.606386981	1608	0.789108533	557	-0.462726426	1819	-1.901533661	2361	-0.520275979	1602	0.638520114	964	0.098675573	1020	1605	1690.5	1391.5
CENPE	-0.090215793	1298	0.598521856	691	-0.232320302	1453	-1.397593271	2223	5.319400937	62	0.113291401	1330	-4.278992846	2387	680	2305	1391.5
Shelterin Complex (complex);Shelterin Complex/Apollo (complex)	1.875519366	207	2.035780475	115	0.122588055	789	2.54881284	59	2.123317362	652	-1.030729008	1996	-4.13059918	2359	429.5	1209	1392.5
LGALS1	1.349375485	411	1.331802723	287	-1.032166296	2344	-0.178637364	1515	2.646156031	484	1.598631328	441	-3.007786063	2114	447.5	1814.5	1392.5
OGG1;hOGG1 glycosylase: formamidopyrimidine complex (complex);hOGG1 glycosylase:8-oxo guanine complex (complex)	-0.315614319	1448	1.223730258	338	-0.715173196	2125	0.86069179	621	-0.820390689	1702	1.146334184	661	0.180733321	981	1575	801	1393
MMRN1	-1.561617796	2075	-0.156269092	1365	0.230974918	606	0.478720047	946	-0.655934187	1647	-1.455026304	2181	1.466709385	540	1861	743	1393.5
POL Beta: APE1-bound DNA strand break containing incision 5' to AP site (complex)	0.759614785	721	-0.579282029	1743	-0.055001925	1102	-0.23469352	1556	-1.436483492	1895	-0.445196074	1686	1.713112926	471	1308	1013.5	1394
proBDNF (dimer)/p75(NTR)/Sortilin/TRAF6 (complex)	0.68644485	778	-0.49193709	1677	0.236674715	598	0.824283189	653	0.879665379	1110	-1.494148069	2190	-0.86129674	1376	944	1014.5	1394
SCF/SCF-R (complex)	0.266379725	1048	-1.611523316	2263	-0.043434685	1084	-0.963183552	2044	1.506563614	861	-0.461484936	1704	0.154458248	995	954.5	1519.5	1394
E4ICDs/ETO2 (complex)	-0.925065798	1777	0.215722438	1005	0.285245658	536	2.56227317	57	-11.67481347	2509	-1.690442281	2254	1.202312444	620	2143	338.5	1395
CMTM2	2.436019233	99	1.318531264	296	-0.007749758	1015	1.705811734	206	2.035137935	679	-0.597498655	1775	-4.411091619	2404	389	1305	1395
GR alpha/HSP90/FKBP51/HSP90/PP5C (complex)	1.701633263	265	-0.542959401	1720	-0.381397352	1701	0.821503467	658	2.082597627	667	0.450912201	1089	-2.505918925	1977	466	1317.5	1395
GJA1;gap junction assembly (abstract)	0.652080814	797	1.107286787	383	-0.855811733	2253	-0.178843874	1516	0.649418645	1203	1.378491985	537	-1.041685144	1458	1000	1487	1395
CSNK2A1;LIS1	-1.557512828	2073	-2.347832472	2416	-1.189109968	2403	-2.712142888	2456	1.153223631	1000	1.72825046	391	1.70153154	475	1536.5	1465.5	1397
MAPRE1	0.476935298	921	1.123557201	376	-0.976488285	2313	-0.074337435	1421	-0.387664799	1555	1.492656049	483	-0.318241695	1163	1238	1292	1398
PLCB2	-1.814602527	2164	0.113528481	1121	-0.5425243	1935	0.588945992	838	-2.478472387	2143	0.797250306	862	1.720164472	469	2153.5	653.5	1398.5
COL4A3	-0.301535992	1442	4.485965145	9	-0.512191357	1899	0.303757273	1083	2.846658366	435	0.743378162	898	-3.770607212	2288	938.5	1685.5	1398.5
voltage-gated calcium channel complex (complex)	-1.276680959	1957	0.40104227	847	-0.182536552	1356	0.931427667	576	2.796641737	448	-0.05673372	1442	-1.996183507	1812	1202.5	1194	1399
PCBP4	-0.97815728	1807	-0.276321133	1469	-0.97545492	2311	-0.962825936	2041	1.877030222	722	1.489933389	487	-1.13250413	1495	1264.5	1768	1399
ARHGAP5	-0.878596557	1757	0.316346198	910	0.133771948	773	0.25495017	1131	-2.876530673	2214	-1.096316418	2027	1.461914065	542	1985.5	836.5	1400
MLXIPL	-2.247189942	2265	-0.523101584	1699	-0.338281546	1629	1.107176279	486	-0.665025962	1649	0.340637557	1173	0.536458787	855	1957	670.5	1401
NR2C2	0.893546565	654	0.595812407	693	-1.63969516	2488	1.134787955	466	1.509352617	859	1.914463439	314	-1.596086704	1670	756.5	1068	1401
HBEGF	0.05129623	1197	0.961977857	456	-0.136237228	1256	-0.907394176	2011	0.082508869	1401	-0.237744032	1546	-0.927093683	1402	1299	1706.5	1401
CISH	-2.266496815	2270	-0.968005194	2000	0.11220461	808	-0.614688704	1838	-6.258914757	2461	-1.030590045	1995	5.929789815	17	2365.5	927.5	1401.5
C4BPA/CD40 (complex)	-0.486719696	1537	-0.966356811	1999	-0.223561869	1437	1.185596883	428	1.083653188	1018	0.049851011	1366	-1.12409829	1490	1277.5	959	1401.5
CHN1	-0.424577849	1505	2.256770549	88	-0.85916517	2254	0.264771604	1120	2.008781558	685	1.350115748	550	-3.023477122	2119	1095	1619.5	1402
HIF1A/JAB1 (complex);HIF1A/p53 (complex)	-1.363246985	1997	-0.415366611	1604	-0.0456537	1091	0.648647939	788	0.693631779	1183	-0.489874171	1716	-1.221071041	1544	1590	1166	1403.5
STIM1	-0.419797649	1502	-1.733513476	2290	-0.228623383	1448	-0.665441513	1867	-0.424845811	1569	0.066718446	1359	1.690591929	479	1535.5	1173	1403.5
FCGR2A	-1.546589716	2069	-2.763982959	2458	-0.785846004	2184	-0.014546075	1371	0.830271516	1135	1.209125494	624	1.433452273	552	1602	961.5	1404
NOLC1	-0.488798872	1539	0.821702027	541	-0.471583434	1837	-0.715764327	1897	0.739513623	1166	0.629071408	971	-0.523117046	1253	1352.5	1575	1404
chromatin remodeling (abstract)	-6.864427441	2506	-1.696284566	2280	-0.127626352	1239	1.9368724	157	-7.336435492	2485	-0.27828871	1570	5.702683149	23	2495.5	90	1404.5
TDRD7	1.891210893	206	-0.529190904	1708	-0.552275657	1945	0.124322083	1249	-1.695131417	1965	0.793409719	864	0.073000443	1034	1085.5	1141.5	1404.5
Cap Binding Complex (CBC) (complex);Nucleoplasmic mature intronless derived mRNA:TAP:Aly/Ref complex (complex)	-0.314343517	1446	1.316934201	298	-0.285934052	1539	0.136008013	1239	2.622964094	491	0.202486442	1270	-1.803325638	1750	968.5	1494.5	1404.5
PSEN2	-3.785058929	2437	-0.90921491	1963	0.363441017	443	-0.036085087	1389	-3.475924845	2297	-2.199770122	2367	4.759735128	61	2367	725	1405
FKBP4	-0.571282682	1588	-0.968357011	2001	-0.162560915	1305	0.437294938	975	-0.846105033	1712	-0.165882972	1505	1.604213993	507	1650	741	1405
ACADVL	-0.96896007	1802	0.663012649	644	0.387303823	408	0.013702526	1342	-2.512772542	2151	-2.448622786	2402	2.324580744	329	1976.5	835.5	1405
TNK2	-0.750839629	1678	-2.724679452	2454	0.286959033	532	1.050917427	514	0.959864037	1067	-1.801205062	2279	1.252644052	609	1372.5	561.5	1405.5
RAC1/GTP/RHOGDI (complex)	-1.441163767	2030	0.880808891	499	-0.111661619	1213	-0.382708578	1670	-2.067198642	2044	-0.313502873	1598	1.190911816	625	2037	1147.5	1405.5
BCAR3	2.596023784	76	1.969525453	126	0.013752861	975	0.047458634	1309	3.185197171	350	-0.708240615	1836	-4.218129911	2375	213	1842	1405.5
VEGFA165/NRP2 (complex)	1.279529426	449	-0.278386514	1475	-0.762825513	2163	-0.965592959	2046	3.336821998	310	1.165126002	649	-2.643296572	2009	379.5	2027.5	1406
PRKAB1	-0.064990721	1281	-0.711989601	1843	0.034090731	947	-0.093671521	1437	-3.200161012	2260	-0.768443182	1866	2.14816244	358	1770.5	897.5	1406.5
14-3-3/Forkhead Transcription Factors (complex);FKHRL1/14-3-3 (complex)	-0.133484467	1329	0.754197073	584	-0.460793419	1817	0.255709107	1130	1.67846427	795	0.582858735	997	-1.869813396	1773	1062	1451.5	1407
EFNA5	-1.526289583	2061	-0.650550361	1806	-0.020998236	1035	1.184969335	430	-4.622563598	2397	-0.610641884	1784	2.692146827	257	2229	343.5	1409.5
CXCR1:CXCR1 ligands (complex);IL8RA	-0.590365335	1595	0.87751049	503	-0.2779658	1519	0.58035604	850	0.631685619	1210	0.158718934	1300	-0.879098749	1382	1402.5	1116	1409.5
SRRM1	1.56938489	313	0.096972195	1129	-0.918930247	2288	-0.36002044	1645	2.53374257	514	1.389785012	532	-2.907625854	2090	413.5	1867.5	1410
EPHA3	-0.686435884	1646	-0.849459998	1926	0.087701351	847	-1.002506417	2069	-1.453959135	1897	-0.992255516	1974	3.07946979	200	1771.5	1134.5	1410.5
C12orf5	0.719858648	747	-0.482232219	1665	-0.487283214	1858	-2.420634756	2427	0.849910756	1126	0.639070861	963	-0.33697336	1169	936.5	1798	1410.5
PCNA	0.656363324	796	-2.108337734	2370	-0.54996767	1943	-3.099696548	2480	2.648408016	482	0.767751848	880	-1.535460294	1649	639	2064.5	1411.5
BCHE	0.58993637	833	0.107533206	1126	0.336314437	471	1.123621935	473	1.601236815	819	-2.110518776	2355	-1.347138162	1592	826	1032.5	1413
FKBP8	2.8182653	58	0.670625801	634	-1.40219853	2457	-0.861529234	1989	0.806848643	1142	1.774562941	369	-0.979751974	1426	600	1707.5	1413
LAMA1	2.457369482	97	1.131108867	370	0.064215253	886	-1.184669177	2151	1.384820599	910	-0.909552878	1940	-1.373048481	1602	503.5	1876.5	1413
IL12B	-1.69627973	2121	1.396038913	261	0.112368423	807	0.435561188	978	-4.047120002	2355	-1.070898601	2020	2.553700946	284	2238	631	1413.5
LDB1	-1.07285952	1854	-0.319967308	1514	-0.574022227	1973	0.177945035	1198	-0.742245539	1677	0.809748694	854	0.984160682	698	1765.5	948	1413.5
APOA4	1.183880902	506	0.538272456	746	-0.297108578	1564	0.332542678	1066	0.37567278	1295	0.207570705	1263	-1.627337038	1682	900.5	1374	1413.5
EDN3	-1.446877002	2033	-0.424735875	1613	0.423772562	363	1.7153356	201	1.28842482	945	-3.37731259	2465	-0.863314848	1377	1489	789	1414
DHX38	0.781362953	709	1.763925702	163	-0.132946715	1252	0.914531134	589	4.495356477	131	-0.285469284	1578	-4.43649581	2407	420	1498	1415
Melanospin:photon (complex);OPN4	-1.425285577	2023	0.021985095	1197	-0.775594099	2178	0.703096189	752	-1.042091953	1771	1.15856649	653	-0.048551381	1084	1897	918	1415.5
AKAP8	2.54361021	82	0.894549252	492	-0.846148518	2249	-2.612235744	2451	3.638798989	256	1.285088243	584	-2.287913287	1910	169	2180.5	1416.5
PDE9A	1.903395757	203	-1.500875965	2225	-0.673193219	2075	0.627342259	804	3.03292736	390	0.980514466	762	-2.705176081	2033	296.5	1418.5	1418.5
E4F1	-5.864813407	2496	-2.232515826	2396	-0.617925423	2024	0.288809172	1097	-4.715846169	2400	0.865472677	817	6.621790716	10	2448	553.5	1420.5
IKKs;regulation of survival gene product expression (abstract);endothelial cell proliferation (abstract)	-3.092460493	2382	-0.302846375	1494	0.310766745	500	0.973327172	552	1.283707693	949	-2.020118424	2341	-1.598524482	1671	1665.5	1111.5	1420.5
PPBP	-1.235741317	1938	-1.244575264	2136	-0.369696558	1675	0.542051582	886	1.01981538	1040	0.352805309	1167	0.118522813	1016	1489	951	1421
MCM2	1.423530945	372	-1.522346561	2235	-0.904435294	2281	0.486511773	940	1.849560969	734	1.324209264	562	-1.463147583	1630	553	1285	1421.5
SNAI1	0.915156255	641	2.360124507	77	-0.024736327	1048	-1.524291059	2273	5.825529839	48	-0.625452859	1796	-5.696386049	2490	344.5	2381.5	1422
CTDSP1	-1.0282761	1834	0.921813264	475	0.24281147	590	1.455816998	308	-0.243590629	1505	-1.695510773	2255	-0.534192537	1258	1669.5	783	1422.5
SFRS6	-0.959105296	1796	-0.480743307	1662	0.016646203	969	0.511887379	913	-4.384188264	2382	-0.785172221	1877	3.413044102	153	2089	533	1423
RUSC1	-2.593966193	2323	-1.014957728	2032	-0.024059301	1044	0.925088423	579	0.855401194	1123	-0.641123081	1804	0.006390459	1057	1723	818	1424
AOF2	0.846624275	665	0.901663376	488	-1.327154219	2442	-2.827250194	2466	1.700563939	787	1.700326231	407	1.709044036	473	726	1469.5	1424.5
CRYZ	1.690097315	269	1.41369199	253	0.412002182	373	-0.158798436	1493	2.176309811	634	-3.56188766	2476	-1.690157515	1709	451.5	1601	1424.5
MAP3K8	1.276164086	452	-0.874781399	1941	-0.492061246	1866	0.040979432	1313	2.87501986	426	0.604532164	983	-2.237164588	1897	439	1605	1424.5
MXD4	-1.39776329	2012	-2.421681255	2422	-0.405777238	1740	3.879801472	8	-3.795080083	2328	0.422618529	1110	1.842413403	425	2170	216.5	1425
NICD/RBPSUH (complex)	-0.833935107	1731	0.506288356	774	-0.125683075	1235	0.474528627	952	-0.143963094	1473	-0.336190923	1617	0.132122158	1007	1602	979.5	1426
GATA2	-0.144067701	1335	-2.18405468	2385	-0.53274053	1923	1.89304323	167	-3.363254281	2275	0.689303586	930	2.095490301	365	1805	266	1426.5
FADD/FADD/CASP8/CASP8 (complex);FASLG/FAS (trimer)/FADD/FADD/CASP8/CASP8 (complex)	0.748735187	728	0.985244813	439	-0.628457442	2037	-0.293890511	1592	1.788219203	758	0.866535967	816	-1.942894473	1792	743	1692	1426.5
ETB receptor/Endothelin-3 (complex)	-0.141362775	1334	-0.553456872	1726	0.383023849	413	0.487030006	938	0.058180522	1411	-2.88683794	2442	0.237228649	961	1372.5	949.5	1427.5
TGF-beta/TGF-beta R1 (complex)	1.281784096	447	2.988404072	33	-0.827145582	2224	-1.261634241	2177	1.307208556	942	1.197789114	631	-2.396880546	1941	694.5	2059	1427.5
PLG;NERF2;Tie2/Ang1 (complex);Tie2/Ang1/ABIN2 (complex)	2.235407092	130	0.644558684	659	-0.670338034	2073	-0.182582419	1519	0.513157584	1256	0.934085444	784	-2.163923997	1868	693	1693.5	1428.5
MUC2	0.733690639	736	2.805110669	41	-0.324120082	1605	-2.014293375	2375	3.934678049	201	0.220732177	1252	-4.473356118	2412	468.5	2393.5	1428.5
HIST1H2BA	-0.623101204	1618	-0.458123592	1645	0.060707479	895	0.478543325	948	-0.719011833	1673	-0.979373422	1968	1.188722344	626	1645.5	787	1431.5
CD4:Vpu:beta-TrCP_1 (complex)	0.204866558	1087	-0.51395193	1691	-0.421606361	1758	-1.180930991	2149	-4.716282496	2401	0.431124555	1105	2.177810433	349	1744	1249	1431.5
MED26	2.520381722	88	1.196613213	344	-1.330137447	2443	-2.7106609	2455	2.07233683	668	1.66998332	421	-1.881926717	1777	378	2116	1432
PrRP:GRP10 (complex)	-0.952705242	1792	0.23485887	981	-0.589740893	1989	-0.801206104	1957	1.952141742	699	0.779049114	876	-0.826461139	1362	1245.5	1659.5	1432.5
NRAS	2.05068654	167	2.032101387	117	-0.464685814	1823	-0.234862162	1557	3.44168869	289	0.523370281	1042	-4.291867401	2390	228	1973.5	1432.5
TGFBR2	0.222828562	1075	1.534395705	215	-0.726004734	2137	-0.753685091	1927	-1.213029805	1817	1.021981928	732	0.711341734	777	1446	1352	1434.5
TRAF2;cIAP1/cIAP2/TRAF2 (complex)	2.361522606	111	1.492539751	230	-0.698673931	2104	0.281976523	1105	0.301467075	1320	0.97256426	766	-2.38337141	1939	715.5	1522	1435
TNFRSF1A	0.327785177	1004	-0.226095469	1420	-0.156300573	1294	-0.802414666	1959	2.767616029	455	-0.284801843	1576	-0.5276057	1256	729.5	1607.5	1435
LCP2	-2.126809323	2240	1.326928901	292	-0.27747286	1516	1.567187246	259	-5.46196151	2431	0.074402123	1355	2.52336587	292	2335.5	275.5	1435.5
APOA2	-1.1711332	1909	-0.978758089	2008	-0.547729177	1939	0.185908138	1195	1.701127603	786	0.681906294	933	-0.521073103	1251	1347.5	1223	1436
IQSEC1	-1.375250268	2002	0.503333098	777	-0.287380715	1541	2.059794364	130	-1.542904909	1928	0.104173959	1336	1.176823134	630	1965	380	1438.5
NSMAF;TNF-alpha/TNFR1A/TRADD/MADD/cIAP2/RIP/TRAF2/RAIDD (complex);TNF/TNF R/TRADD/MADD/cIAP/RIP/TRAF2/RAIDD (complex)	0.802156999	692	2.765838404	44	-0.761492882	2162	0.339210935	1061	2.747460526	460	1.046385121	715	-3.748420808	2282	576	1671.5	1438.5
Oxytocin:Oxytocin receptor (complex)	0.312029536	1015	1.266869589	316	-0.419869505	1755	0.621151506	809	-0.603390309	1626	0.39983864	1126	-0.2139774	1133	1320.5	971	1440.5
HDAC8/hEST1B (complex)	0.527526696	877	-0.17846428	1384	-0.339440265	1632	-1.352606534	2209	1.419358245	896	0.222196269	1249	0.327623882	927	886.5	1568	1440.5
CER1	-0.724183124	1668	0.188351173	1038	-0.478662643	1845	-1.326802988	2201	3.947377674	198	0.530516851	1036	-2.441761452	1951	933	2076	1440.5
T-DHT/AR/Ubc9 (complex)	-0.109143445	1308	-0.070849883	1267	-0.0212991	1036	-0.111938082	1452	1.196979384	979	-0.735038073	1847	-1.242588278	1553	1143.5	1502.5	1441.5
response to stress (abstract)	-1.025386559	1831	-0.383259439	1568	0.090402692	842	1.24258015	401	-2.667817004	2185	-1.134160896	2044	2.65984644	266	2008	333.5	1443
NKX2-1	1.057696954	565	0.435486332	823	-0.736398183	2144	-0.397427611	1684	0.518165193	1254	1.013576091	742	-0.75968971	1336	909.5	1510	1443
ADCY1	-0.088941567	1297	0.018173154	1200	0.349363653	459	0.744339689	724	-1.308604861	1852	-2.734290306	2428	-0.746917942	1331	1574.5	1027.5	1443.5
PSA	0.504847395	899	-0.362915524	1545	0.144129527	754	-0.583605632	1815	-0.751434455	1682	-1.338896102	2133	1.564128773	518	1290.5	1166.5	1443.5
E4ICDs_0-0	-2.193657698	2258	-0.030334545	1240	0.264190067	563	2.436450412	75	-15.25694667	2515	-1.961782689	2325	3.945820394	110	2386.5	92.5	1444
SMAD2/SMAD2/SMAD4/FOXH1/NKX2-5 (complex)	0.970290037	612	0.968577531	453	-0.279875507	1522	-1.183119513	2150	0.041908527	1416	0.049681885	1367	0.00541777	1058	1014	1604	1444.5
Elongating viral mRNA;EMBL:AF389121 H1N1 Genomic RNA Segment 7;UniProt:P0C0U1 PB1;PB1-F2: ANT 3 Complex (complex);Spliceosomal E Complex (complex)	-0.799865315	1713	0.351109628	891	-0.501318623	1883	-0.22730406	1549	-0.408016395	1562	0.568685755	1008	0.859583785	739	1637.5	1144	1445.5
Alpha-Synuclein/PLC beta 2 (complex)	0.00379745	1237	-0.413848935	1601	-0.354121142	1646	0.067585166	1285	-0.206978999	1494	0.225126915	1246	0.952581463	708	1365.5	996.5	1446
CAPN1;Amyloid-beta/amyloid-beta receptor (complex);amyloid-beta_0-0	1.049268352	574	1.230585549	336	0.028522924	960	1.367072031	344	-0.026383551	1430	-0.902909732	1935	-1.218649921	1543	1002	943.5	1447.5
RNPS1	-3.304816699	2398	-1.358679398	2178	-0.630815745	2041	-0.060797806	1409	-2.061227472	2040	0.808720863	855	3.996977704	105	2219	757	1448
AKAP13	-0.200834415	1376	2.230780706	90	-0.166414638	1313	-0.496259221	1758	1.443545009	891	-0.296833727	1584	-1.190199077	1531	1133.5	1644.5	1448.5
IL-3/IL-3R-alpha/IL-3R-beta (complex);IL-3R-alpha/Colony stimulating factor 2 receptor beta/IL-3 (complex);IL3	-2.359019332	2282	-1.333748926	2171	-0.77715728	2180	0.627818479	803	-1.84799311	2000	1.031058143	723	2.394487648	315	2141	559	1451.5
HIV-1 elongation complex containing Tat (complex)	1.540512067	324	0.08436926	1139	-1.135832117	2384	-1.085107008	2099	1.178207238	986	1.422974327	519	-0.520040691	1250	655	1674.5	1451.5
ARHGEF5	1.326255499	421	-0.610638254	1768	0.333209123	473	0.158385257	1212	2.204325627	623	-2.766564736	2431	-1.207998657	1539	522	1375.5	1452
ITGA3	0.443877366	943	-0.414316219	1603	-0.481480579	1850	-1.867071945	2353	-0.193244974	1488	0.500805154	1055	0.396272892	906	1215.5	1629.5	1452.5
STAT5 (dimer)-active (complex)	1.261932947	463	0.123482234	1109	-0.421597514	1757	-0.962960689	2043	10.36055127	5	0.376857871	1149	-4.622424867	2425	234	2234	1453
TIMP3	0.651800162	798	-0.454777677	1638	-0.81336545	2207	-0.221952165	1544	-2.315618931	2105	1.059379631	700	1.28076936	598	1451.5	1071	1453.5
FOXM1B/HNF6 (complex);ONECUT1;ONECUT3	-0.18041474	1362	-3.805502965	2494	-1.164690656	2397	-0.762126419	1930	3.017827252	393	1.442355569	510	-3.145574117	2155	877.5	2042.5	1453.5
CSF1R	-0.835966597	1733	0.404232335	844	-0.065676614	1125	0.569581533	862	0.056950977	1412	-0.610458783	1783	0.032132172	1045	1572.5	953.5	1454
PRAM1	0.291862276	1028	0.711169567	612	-1.290575136	2430	-3.010466653	2473	-1.3233767	1858	1.50572444	479	1.745375322	462	1443	1467.5	1454.5
UROS	0.085708739	1174	0.795660219	551	-1.048349865	2355	-0.110101203	1450	-1.518838619	1922	1.335635591	556	0.941757351	715	1548	1082.5	1455.5
ARHGDIG	-3.235979698	2392	-2.743208982	2456	-0.770786974	2171	0.52456108	899	-3.924981299	2343	1.010734632	743	5.438087352	29	2367.5	464	1457
Orc5:Orc3:Orc2:origin (complex)	0.159082341	1121	0.44061595	819	-0.610373778	2012	0.24525533	1145	1.874180757	724	0.740752243	902	-1.637502392	1687	922.5	1416	1457
RAP1GDS1	-1.227620176	1934	-0.641894541	1797	0.188358594	683	-0.828048259	1970	-0.396717029	1559	-1.601389825	2232	2.030024369	383	1746.5	1176.5	1457.5
IGHE	-1.112757234	1874	-0.554167027	1727	-0.045712925	1092	-0.438041146	1714	0.663843578	1198	-0.67998213	1823	0.833366936	744	1536	1229	1457.5
FZD9	-0.704094407	1657	-0.515814328	1693	-0.089035506	1166	0.44957828	967	5.161758341	72	-0.563911462	1749	-2.46523675	1961	864.5	1464	1457.5
EPHA8	1.428659478	368	0.68447124	624	-0.480741876	1848	-0.434770469	1711	0.919392555	1089	0.477643601	1067	-1.66112607	1695	728.5	1703	1457.5
Mitotic checkpoint complex (complex)	1.015665047	597	1.165733005	351	-1.409800485	2459	-2.39147354	2423	3.469094775	285	1.556457354	459	-2.517288328	1980	441	2201.5	1459
cortisol/GR alpha (monomer)/AP-1 (complex)	0.66708502	793	0.028863152	1193	0.365595989	440	-0.084744092	1432	-0.088540157	1451	-3.602483569	2479	0.351715019	917	1122	1174.5	1459.5
ERCC5	1.253491987	466	0.150671381	1082	0.11721247	800	-1.381022898	2216	1.280582676	951	-1.313419686	2119	-0.685951742	1313	708.5	1764.5	1459.5
CSK;Paxillin:CSK:Src complex (complex);Paxillin:Src complex (complex)	-2.591369591	2321	-0.176947905	1383	-0.811308421	2205	0.787145309	687	-2.109335477	2055	1.04033789	717	2.468833177	304	2188	495.5	1461
XAB2	0.615813776	820	0.705337613	615	-1.20174928	2409	-2.538490754	2442	-0.758491889	1686	1.430363952	514	1.254500475	606	1253	1524	1461.5
SMAD3/SMAD4/MEF2C (complex)	-1.857313333	2173	0.797115567	549	-0.607658033	2006	-0.75339621	1926	3.095789185	369	0.706844938	919	-2.619272488	2001	1271	1963.5	1462.5
NuRD/MBD3 Complex/GATA1/Fog1 (complex)	0.281229905	1032	1.575755537	205	-1.01318497	2336	-0.619048035	1841	2.323466424	578	1.273027079	590	-2.604644803	1994	805	1917.5	1463
SMAD3	-2.228321973	2261	1.656408842	184	-0.144119801	1270	2.412421025	78	-5.640498809	2439	-0.393435145	1657	1.884933156	413	2350	245.5	1463.5
NOTCH4/Delta 4 (complex)	0.769088411	716	-0.340299538	1527	-0.017469368	1030	1.508976797	280	-0.859357712	1721	-0.825740472	1899	-0.156296665	1111	1218.5	695.5	1464.5
GLPR2:GLP2 (complex)	-2.151907431	2248	-0.273316489	1464	0.173311669	706	-0.299418336	1599	-3.199295009	2259	-1.579684595	2223	4.422202305	78	2253.5	838.5	1464.5
MYC/Max/TRRAP/TIP60/TIP49A/TIP49B/BAF53 (complex)	0.569394312	845	-2.067425454	2359	-1.160160731	2395	-2.831424475	2467	2.559580259	506	1.378820517	536	-2.734640543	2047	675.5	2257	1465.5
