CELL_LINE,COMPOUND_A,COMPOUND_B,MAX_CONC_A,MAX_CONC_B,IC50_A,H_A,Einf_A,IC50_B,H_B,Einf_B,SYNERGY_SCORE,QA,COMBINATION_ID
MDA-MB-453,PIK3C,PIK3CA_4,1,1,0.164868753,0.9540616,0,0.174586395,1.8193916,5.23915167,NA,1,PIK3C.PIK3CA_4
MDA-MB-468,PIK3C,PIK3CA_4,1,1,1,0,100,1,10,46.8000309,NA,1,PIK3C.PIK3CA_4
MFM-223,PIK3C,PIK3CA_4,1,1,0.252285432,1.2222183,34.0942065,0.250999997,1.7325133,39.33199509,NA,1,PIK3C.PIK3CA_4
M14,PIK3C,PIK3CA_4,1,1,0.237270377,10,83.6883567,0.30427891,2.7686603,49.29902642,NA,1,PIK3C.PIK3CA_4
A549,Doxorubicin,PIK3CB,3,0.1,1,0,100,0.035675332,10,22.79741949,NA,1,Doxorubicin.PIK3CB
Calu-3,Doxorubicin,PIK3CB,3,0.01,3e-04,0.1,82.25695542,0.01,0.841807,4.57309451,NA,1,Doxorubicin.PIK3CB
Calu-6,Doxorubicin,PIK3CB,3,0.3,1,0,100,0.049100667,1.6050561,22.39311423,NA,1,Doxorubicin.PIK3CB
DMS-114,Doxorubicin,PIK3CB,3,0.1,3,0.3183343,50.57718227,0.027732377,1.5685121,4.49493547,NA,1,Doxorubicin.PIK3CB
NCI-H1299,Doxorubicin,PIK3CB,3,0.3,1.032809134,10,84.99964297,0.087325378,1.1170114,0,NA,1,Doxorubicin.PIK3CB
NCI-H1437,Doxorubicin,PIK3CB,3,0.3,3,0.3502178,44.55426224,0.056116983,1.1888453,0,NA,1,Doxorubicin.PIK3CB
NCI-H1563,Doxorubicin,PIK3CB,3,0.03,3e-04,0.1,29.4903828,0.007004034,0.7829213,0,NA,1,Doxorubicin.PIK3CB
NCI-H1703,Doxorubicin,PIK3CB,3,0.1,1.710418978,0.5807628,0,0.021950403,2.4122121,16.19968179,NA,1,Doxorubicin.PIK3CB
NCI-H1793,Doxorubicin,PIK3CB,3,0.1,0.680895093,0.7382017,55.34417041,0.057194548,2.3618525,21.68481157,NA,1,Doxorubicin.PIK3CB
NCI-H1975,Doxorubicin,PIK3CB,3,0.1,1.276518882,0.8131302,41.27175914,0.021219935,2.2909962,33.87047222,NA,1,Doxorubicin.PIK3CB
NCI-H2085,Doxorubicin,PIK3CB,0.03,0.3,0.002383196,1.3194067,52.71740017,0.038846417,1.256353,19.15535084,NA,1,Doxorubicin.PIK3CB
NCI-H2170,Doxorubicin,PIK3CB,3,0.1,3,0.1243115,75.78206019,0.09982596,1.066809,0,NA,1,Doxorubicin.PIK3CB
NCI-H2228,Doxorubicin,PIK3CB,3,0.1,3,0.2874619,1.66361379,0.038038292,0.5903951,0,NA,1,Doxorubicin.PIK3CB
NCI-H2291,Doxorubicin,PIK3CB,3,0.1,0.855297997,3.4624874,79.43604253,0.048975618,0.777973,1.71075446,NA,1,Doxorubicin.PIK3CB
NCI-H23,Doxorubicin,PIK3CB,3,0.1,3,0.4917947,18.11161843,0.015429637,2.2557854,15.66473923,NA,1,Doxorubicin.PIK3CB
NCI-H3122,Doxorubicin,PIK3CB,3,0.1,3e-04,0.1,89.62763963,0.014045926,1.234624,0,NA,1,Doxorubicin.PIK3CB
NCI-H358,Doxorubicin,PIK3CB,3,0.1,2.098282396,0.4973287,82.49127846,0.024608042,1.8370854,20.3687128,NA,1,Doxorubicin.PIK3CB
NCI-H520,Doxorubicin,PIK3CB,3,0.1,1.171952544,0.4545628,0,0.1,0.946961,12.83873878,NA,1,Doxorubicin.PIK3CB
NCI-H522,Doxorubicin,PIK3CB,3,0.1,0.067056171,0.6271183,66.24708202,0.018577517,1.0227852,0,NA,1,Doxorubicin.PIK3CB
NCI-H838,Doxorubicin,PIK3CB,3,0.1,3,0.6182571,43.69831186,0.024254473,2.1999316,2.10638916,NA,1,Doxorubicin.PIK3CB
SW900,Doxorubicin,PIK3CB,3,0.1,3,0.6219833,14.13416681,0.016781019,1.5160321,17.61818759,NA,1,Doxorubicin.PIK3CB
22RV1,AR_1,PIK3CB_PIK3CD,1,10,1,0.3849444,74.09783637,2.158590306,1.2096834,28.12905658,NA,1,AR_1.PIK3CB_PIK3CD
VCaP,AR_1,PIK3CB_PIK3CD,1,10,1,0.5809265,68.19373387,2.742951823,2.1027772,60.07173688,NA,1,AR_1.PIK3CB_PIK3CD
647-V,ATM,PIK3CB_PIK3CD,3,3,0.830765722,1.4746732,11.84495819,1,0,100,NA,1,ATM.PIK3CB_PIK3CD
BFTC-905,ATM,PIK3CB_PIK3CD,3,3,0.327672496,2.2882444,28.60624059,0.723507701,1.6058953,66.91877317,NA,1,ATM.PIK3CB_PIK3CD
HT-1197,ATM,PIK3CB_PIK3CD,3,3,3,0.2041566,64.01318442,3,0.2910829,47.71545743,NA,1,ATM.PIK3CB_PIK3CD
HT-1376,ATM,PIK3CB_PIK3CD,3,3,1.528825669,0.5801792,0,1,0,100,NA,1,ATM.PIK3CB_PIK3CD
J82,ATM,PIK3CB_PIK3CD,3,3,2.2325505,0.5634482,0,0.455774953,2.4115268,65.18898502,NA,1,ATM.PIK3CB_PIK3CD
SW780,ATM,PIK3CB_PIK3CD,3,3,1,0,100,1,0,100,NA,1,ATM.PIK3CB_PIK3CD
T-24,ATM,PIK3CB_PIK3CD,3,3,1.485663786,10,83.98580574,0.805417031,3.0912867,61.14233417,NA,1,ATM.PIK3CB_PIK3CD
TCCSUP,ATM,PIK3CB_PIK3CD,3,3,3,0.7495132,23.24583868,0.66411388,3.4186515,84.95561437,NA,1,ATM.PIK3CB_PIK3CD
UM-UC-3,ATM,PIK3CB_PIK3CD,3,3,0.989411965,10,81.19970646,0.775810583,1.3056496,66.50574055,NA,1,ATM.PIK3CB_PIK3CD
VM-CUB-1,ATM,PIK3CB_PIK3CD,3,3,3,1.2694572,59.16282323,0.078974562,0.5869936,93.44899491,NA,1,ATM.PIK3CB_PIK3CD
647-V,BCL2_BCL2L1,PIK3CB_PIK3CD,3,3,0.679391183,1.4489901,8.06334391,0.72742402,0.8870712,58.6302862,NA,1,BCL2_BCL2L1.PIK3CB_PIK3CD
BFTC-905,BCL2_BCL2L1,PIK3CB_PIK3CD,3,3,0.310252177,2.1367574,31.26618615,0.630201076,1.5447195,64.91933472,NA,1,BCL2_BCL2L1.PIK3CB_PIK3CD
HT-1376,BCL2_BCL2L1,PIK3CB_PIK3CD,3,3,0.41671332,1.0534814,23.90832745,2.37143193,0.5785185,0,NA,1,BCL2_BCL2L1.PIK3CB_PIK3CD
J82,BCL2_BCL2L1,PIK3CB_PIK3CD,3,3,0.441155077,1.3177074,35.84707205,3,0.7788652,48.27566676,NA,1,BCL2_BCL2L1.PIK3CB_PIK3CD
SW780,BCL2_BCL2L1,PIK3CB_PIK3CD,3,0.3,3,1.5878096,65.83856677,0.014782777,0.8677459,19.33916745,NA,1,BCL2_BCL2L1.PIK3CB_PIK3CD
T-24,BCL2_BCL2L1,PIK3CB_PIK3CD,3,0.3,3,10,81.80022375,1,0,100,NA,1,BCL2_BCL2L1.PIK3CB_PIK3CD
TCCSUP,BCL2_BCL2L1,PIK3CB_PIK3CD,3,3,0.642696182,1.130571,50.12283459,3,10,74.60026414,NA,1,BCL2_BCL2L1.PIK3CB_PIK3CD
UM-UC-3,BCL2_BCL2L1,PIK3CB_PIK3CD,3,3,1.478258057,2.0456717,78.01814189,0.231349014,0.8955592,40.11348142,NA,1,BCL2_BCL2L1.PIK3CB_PIK3CD
647-V,ERBB,PIK3CB_PIK3CD,3,0.1,0.6357354,1.4418975,8.23301254,0.046462588,1.1397975,73.90348731,NA,1,ERBB.PIK3CB_PIK3CD
BFTC-905,ERBB,PIK3CB_PIK3CD,3,3,0.394788984,0.9389699,11.63325267,0.027916442,10,85.87499123,NA,1,ERBB.PIK3CB_PIK3CD
HT-1197,ERBB,PIK3CB_PIK3CD,3,3,0.028185592,0.596831,86.92876866,1,0,100,NA,1,ERBB.PIK3CB_PIK3CD
HT-1376,ERBB,PIK3CB_PIK3CD,3,1,0.467588401,0.4302223,0,0.130160995,0.5342184,16.45025283,NA,1,ERBB.PIK3CB_PIK3CD
J82,ERBB,PIK3CB_PIK3CD,3,3,1.430175844,0.3311721,0,0.000319264,8.5040068,78.07999998,NA,1,ERBB.PIK3CB_PIK3CD
22RV1,ERBB,PIK3CB_PIK3CD,1,3,0.293539881,1.5287277,86.85217569,0.05753884,10,91.89836681,NA,1,ERBB.PIK3CB_PIK3CD
VCaP,ERBB,PIK3CB_PIK3CD,1,3,1,0.4636514,60.13550607,3,0.3171083,59.2275765,NA,1,ERBB.PIK3CB_PIK3CD
SW780,ERBB,PIK3CB_PIK3CD,3,3,1,0,100,1,0,100,NA,1,ERBB.PIK3CB_PIK3CD
T-24,ERBB,PIK3CB_PIK3CD,3,3,3,10,75.40094161,3,10,78.4000137,NA,1,ERBB.PIK3CB_PIK3CD
TCCSUP,ERBB,PIK3CB_PIK3CD,3,3,1.309294883,0.6682645,39.54915301,3e-04,0.1,90.47291065,NA,1,ERBB.PIK3CB_PIK3CD
UM-UC-3,ERBB,PIK3CB_PIK3CD,3,3,0.978371665,10,79.79972235,3,1.8270277,53.1047513,NA,1,ERBB.PIK3CB_PIK3CD
VM-CUB-1,ERBB,PIK3CB_PIK3CD,3,3,2.423897776,2.417554,0,0.383000457,0.6096052,63.41522942,NA,1,ERBB.PIK3CB_PIK3CD
647-V,HDAC_4,PIK3CB_PIK3CD,3,3,0.572035775,1.2668671,6.77656798,1.259216085,2.5863388,0,NA,1,HDAC_4.PIK3CB_PIK3CD
BFTC-905,HDAC_4,PIK3CB_PIK3CD,3,3,0.270277278,1.0172237,21.6416318,0.33565524,2.2549118,14.74418613,NA,1,HDAC_4.PIK3CB_PIK3CD
HT-1376,HDAC_4,PIK3CB_PIK3CD,3,3,0.130022606,0.573864,27.83235906,0.550249539,1.2323334,25.85756526,NA,1,HDAC_4.PIK3CB_PIK3CD
J82,HDAC_4,PIK3CB_PIK3CD,3,3,1.756680323,0.4638136,0,1.173531951,1.4131529,0,NA,1,HDAC_4.PIK3CB_PIK3CD
SW780,HDAC_4,PIK3CB_PIK3CD,3,3,1,0,100,0.993175259,0.598137,0,NA,1,HDAC_4.PIK3CB_PIK3CD
T-24,HDAC_4,PIK3CB_PIK3CD,3,3,1.261036185,10,79.8965382,1.074007152,10,12.9969796,NA,1,HDAC_4.PIK3CB_PIK3CD
TCCSUP,HDAC_4,PIK3CB_PIK3CD,3,3,3,1.0333424,22.94249672,0.712124435,1.5134442,4.40283605,NA,1,HDAC_4.PIK3CB_PIK3CD
UM-UC-3,HDAC_4,PIK3CB_PIK3CD,3,3,1.125088838,4.460222,78.73551431,1.105962073,10,24.49649681,NA,1,HDAC_4.PIK3CB_PIK3CD
647-V,MAP2K_1,PIK3CB_PIK3CD,3,1,0.868436598,1.4498169,11.3580479,0.279299387,10,86.29981881,NA,1,MAP2K_1.PIK3CB_PIK3CD
BFTC-905,MAP2K_1,PIK3CB_PIK3CD,3,3,0.444847369,1.3516281,18.7122262,2.045857236,1.2388807,0,NA,1,MAP2K_1.PIK3CB_PIK3CD
BT-20,MAP2K_1,PIK3CB_PIK3CD,1,1,0.442836094,2.7162813,70.82388794,0.097061832,0.7334239,43.57144121,NA,1,MAP2K_1.PIK3CB_PIK3CD
BT-549,MAP2K_1,PIK3CB_PIK3CD,1,1,0.395061122,0.4111574,0,1,0.2270503,53.51119023,NA,1,MAP2K_1.PIK3CB_PIK3CD
CAL-120,MAP2K_1,PIK3CB_PIK3CD,1,1,0.083520704,1.5398193,49.19613224,0.908642766,0.5926238,48.60499151,NA,1,MAP2K_1.PIK3CB_PIK3CD
CAL-148,MAP2K_1,PIK3CB_PIK3CD,1,1,0.31667934,10,21.99913996,0.010035159,10,88.59995132,NA,1,MAP2K_1.PIK3CB_PIK3CD
CAL-51,MAP2K_1,PIK3CB_PIK3CD,1,1,1,0.4859592,65.79840761,0.096444075,10,86.59990598,NA,1,MAP2K_1.PIK3CB_PIK3CD
CAMA-1,MAP2K_1,PIK3CB_PIK3CD,1,1,0.214020099,1.0511057,8.39149915,1,10,87.40002351,NA,1,MAP2K_1.PIK3CB_PIK3CD
DU-4475,MAP2K_1,PIK3CB_PIK3CD,1,1,0.292091026,10,93.99953937,0.028948393,10,1.06650975,NA,1,MAP2K_1.PIK3CB_PIK3CD
HCC1143,MAP2K_1,PIK3CB_PIK3CD,1,1,1,0.6345833,22.56033704,0.117746826,0.3984668,26.62780017,NA,1,MAP2K_1.PIK3CB_PIK3CD
HCC1187,MAP2K_1,PIK3CB_PIK3CD,1,1,1,1.1316086,36.96717301,0.021032938,1.4883992,55.42626811,NA,1,MAP2K_1.PIK3CB_PIK3CD
HCC1395,MAP2K_1,PIK3CB_PIK3CD,1,1,0.52295344,0.3793603,21.72969041,1,0.3787633,52.67632128,NA,1,MAP2K_1.PIK3CB_PIK3CD
HCC1428,MAP2K_1,PIK3CB_PIK3CD,1,1,1,0,100,1,0,100,NA,1,MAP2K_1.PIK3CB_PIK3CD
HCC1806,MAP2K_1,PIK3CB_PIK3CD,1,1,1,10,46.80008726,0.305693433,1.0971773,4.04667347,NA,1,MAP2K_1.PIK3CB_PIK3CD
HCC1937,MAP2K_1,PIK3CB_PIK3CD,1,1,1,0.3919746,52.97873729,0.082370021,1.081223,78.07618719,NA,1,MAP2K_1.PIK3CB_PIK3CD
HCC38,MAP2K_1,PIK3CB_PIK3CD,1,1,1,10,60.40008983,0.015578257,10,94.22626099,NA,1,MAP2K_1.PIK3CB_PIK3CD
HCC70,MAP2K_1,PIK3CB_PIK3CD,1,1,0.216105983,3.6288545,15.70002966,1,10,92.80025721,NA,1,MAP2K_1.PIK3CB_PIK3CD
Hs-578-T,MAP2K_1,PIK3CB_PIK3CD,1,1,0.194845669,0.496951,50.63578309,1,0.4088469,63.36170077,NA,1,MAP2K_1.PIK3CB_PIK3CD
HT-1376,MAP2K_1,PIK3CB_PIK3CD,3,3,0.585427022,0.255466,0,0.167433888,1.8909559,61.72450197,NA,1,MAP2K_1.PIK3CB_PIK3CD
J82,MAP2K_1,PIK3CB_PIK3CD,3,3,1.636029403,0.4828986,0,0.075453837,0.3513664,42.14343914,NA,1,MAP2K_1.PIK3CB_PIK3CD
MDA-MB-157,MAP2K_1,PIK3CB_PIK3CD,1,1,0.999824296,0.3988618,0,0.028388009,0.5582491,59.76294422,NA,1,MAP2K_1.PIK3CB_PIK3CD
MDA-MB-231,MAP2K_1,PIK3CB_PIK3CD,1,1,1,0.3431545,64.5081835,0.962363806,0.6560101,0,NA,1,MAP2K_1.PIK3CB_PIK3CD
MDA-MB-436,MAP2K_1,PIK3CB_PIK3CD,1,1,0.12426686,1.387522,64.99841098,0.515118873,0.436164,32.92016782,NA,1,MAP2K_1.PIK3CB_PIK3CD
MDA-MB-453,MAP2K_1,PIK3CB_PIK3CD,1,1,0.467675259,0.8140688,0,1,10,84.00014173,NA,1,MAP2K_1.PIK3CB_PIK3CD
MDA-MB-468,MAP2K_1,PIK3CB_PIK3CD,1,1,0.412247168,10,74.99645569,1,0.4951193,60.27014047,NA,1,MAP2K_1.PIK3CB_PIK3CD
MFM-223,MAP2K_1,PIK3CB_PIK3CD,1,1,1,0.8669926,42.65944548,1,0,100,NA,1,MAP2K_1.PIK3CB_PIK3CD
M14,MAP2K_1,PIK3CB_PIK3CD,1,1,0.323349075,2.7529395,16.93937055,0.142502026,1.8386699,21.7149419,NA,1,MAP2K_1.PIK3CB_PIK3CD
SW780,MAP2K_1,PIK3CB_PIK3CD,3,3,1,0,100,1.045873841,10,53.29875893,NA,1,MAP2K_1.PIK3CB_PIK3CD
T-24,MAP2K_1,PIK3CB_PIK3CD,3,3,3,10,67.40069111,0.349520089,0.8993974,16.25868486,NA,1,MAP2K_1.PIK3CB_PIK3CD
TCCSUP,MAP2K_1,PIK3CB_PIK3CD,3,3,3,0.5071391,24.87413436,0.81616155,0.4986041,38.28867891,NA,1,MAP2K_1.PIK3CB_PIK3CD
UM-UC-3,MAP2K_1,PIK3CB_PIK3CD,3,3,1.766198155,1.7234971,81.66027298,0.25099748,4.8093132,61.75862088,NA,1,MAP2K_1.PIK3CB_PIK3CD
VM-CUB-1,MAP2K_1,PIK3CB_PIK3CD,3,3,1.031506233,10,89.5997573,0.86835882,0.5828054,60.9488739,NA,1,MAP2K_1.PIK3CB_PIK3CD
BT-20,MTOR_1,PIK3CB_PIK3CD,1,1,1,0.630616,58.56581389,0.397058369,1.176017,8.70030859,NA,1,MTOR_1.PIK3CB_PIK3CD
BT-549,MTOR_1,PIK3CB_PIK3CD,1,1,0.401074244,0.268342,0,0.34800695,0.8182158,0,NA,1,MTOR_1.PIK3CB_PIK3CD
CAL-120,MTOR_1,PIK3CB_PIK3CD,1,1,1,0.3907148,10.75244363,0.279969529,0.6315026,1.24857002,NA,1,MTOR_1.PIK3CB_PIK3CD
CAL-148,MTOR_1,PIK3CB_PIK3CD,1,1,0.346413991,3.0467734,13.30059802,0.191483734,2.503491,75.65278576,NA,1,MTOR_1.PIK3CB_PIK3CD
CAL-51,MTOR_1,PIK3CB_PIK3CD,1,1,1,0.54783,66.32428208,0.320817337,1.0673083,0,NA,1,MTOR_1.PIK3CB_PIK3CD
CAMA-1,MTOR_1,PIK3CB_PIK3CD,1,1,0.218483933,0.919875,1.80494917,0.364719605,1.869657,16.09670274,NA,1,MTOR_1.PIK3CB_PIK3CD
DU-4475,MTOR_1,PIK3CB_PIK3CD,1,1,0.096460232,10,80.6498553,0.19724118,1.3029732,0,NA,1,MTOR_1.PIK3CB_PIK3CD
HCC1143,MTOR_1,PIK3CB_PIK3CD,1,1,0.35712088,0.6671083,48.40728629,0.672234236,0.7342086,1.28916759,NA,1,MTOR_1.PIK3CB_PIK3CD
HCC1187,MTOR_1,PIK3CB_PIK3CD,1,1,0.293429818,10,72.7998027,0.251271885,10,13.89779722,NA,1,MTOR_1.PIK3CB_PIK3CD
HCC1395,MTOR_1,PIK3CB_PIK3CD,1,1,0.186503234,0.3991026,39.20283622,0.616966605,0.7022635,0,NA,1,MTOR_1.PIK3CB_PIK3CD
HCC1428,MTOR_1,PIK3CB_PIK3CD,1,1,0.79150851,1.3485962,93.77821818,0.235456901,2.0800286,55.89369813,NA,1,MTOR_1.PIK3CB_PIK3CD
HCC1806,MTOR_1,PIK3CB_PIK3CD,1,1,1,10,93.00009213,0.19305762,1.7142981,13.59533255,NA,1,MTOR_1.PIK3CB_PIK3CD
HCC1937,MTOR_1,PIK3CB_PIK3CD,1,1,0.4195952,0.5122832,57.27362823,1,0.8823777,63.76946687,NA,1,MTOR_1.PIK3CB_PIK3CD
HCC38,MTOR_1,PIK3CB_PIK3CD,1,1,0.33238377,10,82.19970576,0.314480119,1.9631953,73.27773315,NA,1,MTOR_1.PIK3CB_PIK3CD
Hs-578-T,MTOR_1,PIK3CB_PIK3CD,1,1,1,0.4793793,33.40627059,0.223533167,0.4896865,0,NA,1,MTOR_1.PIK3CB_PIK3CD
MDA-MB-157,MTOR_1,PIK3CB_PIK3CD,1,1,0.929660102,0.4820232,0,0.169140538,0.758067,35.85227848,NA,1,MTOR_1.PIK3CB_PIK3CD
MDA-MB-231,MTOR_1,PIK3CB_PIK3CD,1,1,1,0.5604636,45.87122188,0.516204217,0.915161,16.23714279,NA,1,MTOR_1.PIK3CB_PIK3CD
MDA-MB-436,MTOR_1,PIK3CB_PIK3CD,1,1,0.124933777,1.2687736,71.68805112,0.123539479,1.0760366,19.74302422,NA,1,MTOR_1.PIK3CB_PIK3CD
MDA-MB-453,MTOR_1,PIK3CB_PIK3CD,1,1,0.213736899,1.0071793,17.33147015,0.197737411,3.8210101,11.48824879,NA,1,MTOR_1.PIK3CB_PIK3CD
MDA-MB-468,MTOR_1,PIK3CB_PIK3CD,1,1,0.321329511,10,76.69966346,1,0.7414714,59.26673317,NA,1,MTOR_1.PIK3CB_PIK3CD
MFM-223,MTOR_1,PIK3CB_PIK3CD,1,1,0.267888906,3.6976185,73.80122606,0.305260102,1.130425,6.13859522,NA,1,MTOR_1.PIK3CB_PIK3CD
M14,MTOR_1,PIK3CB_PIK3CD,1,1,0.385200988,0.8859196,0,0.314880626,2.4316668,57.41261569,NA,1,MTOR_1.PIK3CB_PIK3CD
647-V,PIK3C,PIK3CB_PIK3CD,3,3,0.720242224,1.353133,4.79231806,1.216168119,3.6269785,52.67525922,NA,1,PIK3C.PIK3CB_PIK3CD
BFTC-905,PIK3C,PIK3CB_PIK3CD,3,3,0.22471062,1.3595679,24.97788212,1.383775763,0.7378261,0,NA,1,PIK3C.PIK3CB_PIK3CD
HT-1376,PIK3C,PIK3CB_PIK3CD,3,3,0.643925066,0.4358826,10.79770092,1.795938146,0.6364335,0,NA,1,PIK3C.PIK3CB_PIK3CD
J82,PIK3C,PIK3CB_PIK3CD,3,3,1.647744729,0.4403284,0,0.799782071,0.6051541,8.76317043,NA,1,PIK3C.PIK3CB_PIK3CD
SW780,PIK3C,PIK3CB_PIK3CD,3,3,1,0,100,1,0,100,NA,1,PIK3C.PIK3CB_PIK3CD
T-24,PIK3C,PIK3CB_PIK3CD,3,3,1.151129527,10,76.09834594,1.643055028,2.2624994,31.4193148,NA,1,PIK3C.PIK3CB_PIK3CD
TCCSUP,PIK3C,PIK3CB_PIK3CD,3,1,3,0.6064116,30.94595552,0.312732246,2.5822839,56.23003396,NA,1,PIK3C.PIK3CB_PIK3CD
UM-UC-3,PIK3C,PIK3CB_PIK3CD,3,3,3,0.5844238,62.71182745,2.774237963,1.1650087,0,NA,1,PIK3C.PIK3CB_PIK3CD
VM-CUB-1,PIK3C,PIK3CB_PIK3CD,3,3,3,1.1719608,53.58159623,3,2.1459209,17.58677979,NA,1,PIK3C.PIK3CB_PIK3CD
BT-20,PIK3CA_4,PIK3CB_PIK3CD,1,1,0.339137312,10,78.39956013,0.453551462,1.2155508,54.26900091,NA,1,PIK3CA_4.PIK3CB_PIK3CD
BT-549,PIK3CA_4,PIK3CB_PIK3CD,1,1,0.266476267,0.4106316,0,1,0.3294628,51.81620792,NA,1,PIK3CA_4.PIK3CB_PIK3CD
CAL-120,PIK3CA_4,PIK3CB_PIK3CD,1,1,1,0.5427138,8.79593513,1e-04,0.1,83.40716748,NA,1,PIK3CA_4.PIK3CB_PIK3CD
CAL-148,PIK3CA_4,PIK3CB_PIK3CD,1,1,0.353880781,10,22.29760449,0.308671857,10,58.29956042,NA,1,PIK3CA_4.PIK3CB_PIK3CD
CAL-51,PIK3CA_4,PIK3CB_PIK3CD,1,1,1,0.482673,67.64906521,1,1.1901707,23.64690205,NA,1,PIK3CA_4.PIK3CB_PIK3CD
CAMA-1,PIK3CA_4,PIK3CB_PIK3CD,1,1,0.146621096,1.348181,17.61463427,1,0,100,NA,1,PIK3CA_4.PIK3CB_PIK3CD
DU-4475,PIK3CA_4,PIK3CB_PIK3CD,1,1,1,10,78.60022897,0.121193352,10,61.59787736,NA,1,PIK3CA_4.PIK3CB_PIK3CD
HCC1143,PIK3CA_4,PIK3CB_PIK3CD,1,1,1,0.5081424,22.25293354,0.103318241,0.7694575,69.77924727,NA,1,PIK3CA_4.PIK3CB_PIK3CD
HCC1187,PIK3CA_4,PIK3CB_PIK3CD,1,1,0.347653934,10,73.69931296,0.260117893,2.6932104,56.89707944,NA,1,PIK3CA_4.PIK3CB_PIK3CD
HCC1395,PIK3CA_4,PIK3CB_PIK3CD,1,1,0.066358625,0.4840981,50.39173512,1,10,83.40004479,NA,1,PIK3CA_4.PIK3CB_PIK3CD
HCC1428,PIK3CA_4,PIK3CB_PIK3CD,1,1,0.182014656,10,92.99079422,1,0,100,NA,1,PIK3CA_4.PIK3CB_PIK3CD
HCC1806,PIK3CA_4,PIK3CB_PIK3CD,1,1,1,0,100,1,10,57.00004253,NA,1,PIK3CA_4.PIK3CB_PIK3CD
HCC1937,PIK3CA_4,PIK3CB_PIK3CD,1,1,0.558957944,0.6213871,53.44502471,1,2.6318748,82.60035014,NA,1,PIK3CA_4.PIK3CB_PIK3CD
HCC38,PIK3CA_4,PIK3CB_PIK3CD,1,1,0.281354514,10,79.69966799,1,10,92.00005431,NA,1,PIK3CA_4.PIK3CB_PIK3CD
Hs-578-T,PIK3CA_4,PIK3CB_PIK3CD,1,1,1,0.7860284,27.42719175,0.031352165,10,83.39995749,NA,1,PIK3CA_4.PIK3CB_PIK3CD
MDA-MB-157,PIK3CA_4,PIK3CB_PIK3CD,1,1,0.186031427,0.6474786,42.90851104,0.365250218,4.5513004,75.85589325,NA,1,PIK3CA_4.PIK3CB_PIK3CD
MDA-MB-231,PIK3CA_4,PIK3CB_PIK3CD,1,1,0.346737827,2.2440391,73.55206755,0.995666024,2.0919704,82.28170992,NA,1,PIK3CA_4.PIK3CB_PIK3CD
MDA-MB-436,PIK3CA_4,PIK3CB_PIK3CD,1,1,0.37945816,0.9130112,62.04158287,1,10,85.20015606,NA,1,PIK3CA_4.PIK3CB_PIK3CD
MDA-MB-453,PIK3CA_4,PIK3CB_PIK3CD,1,1,0.219313699,1.5111127,30.18531006,0.19672247,1.2228608,8.38558371,NA,1,PIK3CA_4.PIK3CB_PIK3CD
MDA-MB-468,PIK3CA_4,PIK3CB_PIK3CD,1,1,1,10,85.80033065,1,0,100,NA,1,PIK3CA_4.PIK3CB_PIK3CD
MFM-223,PIK3CA_4,PIK3CB_PIK3CD,1,1,0.266297413,2.5040727,70.99689388,0.338174242,0.9837626,37.73788212,NA,1,PIK3CA_4.PIK3CB_PIK3CD
M14,PIK3CA_4,PIK3CB_PIK3CD,1,1,0.299756484,1.9551969,16.14883309,1,10,61.20002117,NA,1,PIK3CA_4.PIK3CB_PIK3CD
647-V,PIK3CB_PIK3CD,PIM1,3,3,1,0,100,0.705647297,1.5989784,10.58715286,NA,1,PIK3CB_PIK3CD.PIM1
BFTC-905,PIK3CB_PIK3CD,PIM1,3,3,0.344060882,10,88.14992215,0.314802544,0.9853478,21.12514313,NA,1,PIK3CB_PIK3CD.PIM1
HT-1197,PIK3CB_PIK3CD,PIM1,3,3,1,0,100,1,0,100,NA,1,PIK3CB_PIK3CD.PIM1
HT-1376,PIK3CB_PIK3CD,PIM1,3,3,0.090389779,0.1639867,61.13119276,0.074580816,0.5210067,31.51657583,NA,1,PIK3CB_PIK3CD.PIM1
J82,PIK3CB_PIK3CD,PIM1,3,3,3,0.1,53.19539225,1.662120097,0.3822343,0,NA,1,PIK3CB_PIK3CD.PIM1
22RV1,PIK3CB_PIK3CD,PIM1,10,1,3.639375741,0.4118564,56.7324858,1,0.5546903,61.88260119,NA,1,PIK3CB_PIK3CD.PIM1
VCaP,PIK3CB_PIK3CD,PIM1,10,1,10,0.2876234,48.41961967,1,0.3627266,70.09877124,NA,1,PIK3CB_PIK3CD.PIM1
SW780,PIK3CB_PIK3CD,PIM1,3,3,1,0,100,1,0,100,NA,1,PIK3CB_PIK3CD.PIM1
T-24,PIK3CB_PIK3CD,PIM1,3,3,1,0,100,3,10,72.20027078,NA,1,PIK3CB_PIK3CD.PIM1
TCCSUP,PIK3CB_PIK3CD,PIM1,3,3,3,0.5225478,65.04242917,1.374123256,0.709915,37.40428503,NA,1,PIK3CB_PIK3CD.PIM1
UM-UC-3,PIK3CB_PIK3CD,PIM1,3,3,1,0,100,3,10,70.60003391,NA,1,PIK3CB_PIK3CD.PIM1
647-V,ATM,PIM1,3,3,1,0,100,3,0.1835015,92.34221694,NA,1,ATM.PIM1
BFTC-905,ATM,PIM1,3,3,0.96801589,2.6242666,87.07842167,0.277795435,0.6839479,66.08573792,NA,1,ATM.PIM1
