BTG2	SESN1
ELOVL7	NRAS
C9orf114	HRAS
C9orf114	KRAS
C9orf114	NRAS
ANKRD26	HRAS
ANKRD26	KRAS
ANKRD26	NRAS
GTPBP2	HRAS
GTPBP2	KRAS
GTPBP2	NRAS
HRAS	RPS12
KRAS	RPS12
NRAS	RPS12
HRAS	MAP2K1
KRAS	MAP2K1
MAP2K1	NRAS
ERCC6L	HRAS
ERCC6L	KRAS
ERCC6L	NRAS
HRAS	STARD7
KRAS	STARD7
NRAS	STARD7
ADCY8	HRAS
ADCY8	KRAS
ADCY8	NRAS
COPS2	HRAS
COPS2	KRAS
COPS2	NRAS
HRAS	ZNF418
KRAS	ZNF418
NRAS	ZNF418
FLJ43860	HRAS
FLJ43860	KRAS
FLJ43860	NRAS
FAM72B	HRAS
FAM72B	KRAS
FAM72B	NRAS
HRAS	PLEKHB1
KRAS	PLEKHB1
NRAS	PLEKHB1
CD81	HRAS
CD81	KRAS
CD81	NRAS
EIF2S2	HRAS
EIF2S2	KRAS
EIF2S2	NRAS
HRAS	SKP1
KRAS	SKP1
NRAS	SKP1
HRAS	PPFIA1
KRAS	PPFIA1
NRAS	PPFIA1
HRAS	SFXN2
KRAS	SFXN2
NRAS	SFXN2
HRAS	ZDHHC16
KRAS	ZDHHC16
NRAS	ZDHHC16
HRAS	SCN4A
KRAS	SCN4A
NRAS	SCN4A
ALS2CR16	HRAS
ALS2CR16	KRAS
ALS2CR16	NRAS
HRAS	MYBPC3
KRAS	MYBPC3
MYBPC3	NRAS
HRAS	PWP1
KRAS	PWP1
NRAS	PWP1
HRAS	HSDL2
HSDL2	KRAS
HSDL2	NRAS
HRAS	UBE3B
KRAS	UBE3B
NRAS	UBE3B
C13orf31	HRAS
C13orf31	KRAS
C13orf31	NRAS
C17orf64	HRAS
C17orf64	KRAS
C17orf64	NRAS
C3orf25	HRAS
C3orf25	KRAS
C3orf25	NRAS
HOXD1	HRAS
HOXD1	KRAS
HOXD1	NRAS
FCHO1	HRAS
FCHO1	KRAS
FCHO1	NRAS
HRAS	PPL
KRAS	PPL
NRAS	PPL
ASCC3L1	HRAS
ASCC3L1	KRAS
ASCC3L1	NRAS
C1orf123	HRAS
C1orf123	KRAS
C1orf123	NRAS
HRAS	PSMA6
KRAS	PSMA6
NRAS	PSMA6
HRAS	RNF41
KRAS	RNF41
NRAS	RNF41
HRAS	KIAA1706
KIAA1706	KRAS
KIAA1706	NRAS
HRAS	ITGA5
ITGA5	KRAS
ITGA5	NRAS
DACH1	HRAS
DACH1	KRAS
DACH1	NRAS
HRAS	HSPD1
HSPD1	KRAS
HSPD1	NRAS
CIRH1A	HRAS
CIRH1A	KRAS
CIRH1A	NRAS
HRAS	LOC90246
KRAS	LOC90246
LOC90246	NRAS
HRAS	MED13L
KRAS	MED13L
MED13L	NRAS
HRAS	LOC442240
KRAS	LOC442240
LOC442240	NRAS
HRAS	LOC391777
KRAS	LOC391777
LOC391777	NRAS
C3orf33	HRAS
C3orf33	KRAS
C3orf33	NRAS
HRAS	JARID1B
JARID1B	KRAS
JARID1B	NRAS
HRAS	LOC652549
KRAS	LOC652549
LOC652549	NRAS
HRAS	OAF
KRAS	OAF
NRAS	OAF
HRAS	PSKH2
KRAS	PSKH2
NRAS	PSKH2
HRAS	USP30
KRAS	USP30
NRAS	USP30
HRAS	IREB2
IREB2	KRAS
IREB2	NRAS
C1orf75	HRAS
C1orf75	KRAS
C1orf75	NRAS
HRAS	MTOR
KRAS	MTOR
MTOR	NRAS
HRAS	RETNLB
KRAS	RETNLB
NRAS	RETNLB
HRAS	ZMAT1
KRAS	ZMAT1
NRAS	ZMAT1
HRAS	MLF2
KRAS	MLF2
MLF2	NRAS
HRAS	JAK1
JAK1	KRAS
JAK1	NRAS
C1orf14	HRAS
C1orf14	KRAS
C1orf14	NRAS
HRAS	NOL8
KRAS	NOL8
NOL8	NRAS
HRAS	MAPK7
KRAS	MAPK7
MAPK7	NRAS
HRAS	KIF11
KIF11	KRAS
KIF11	NRAS
HRAS	LOC375748
KRAS	LOC375748
LOC375748	NRAS
HRAS	LOC284344
KRAS	LOC284344
LOC284344	NRAS
HRAS	TMEM126A
KRAS	TMEM126A
NRAS	TMEM126A
FUT3	HRAS
FUT3	KRAS
FUT3	NRAS
HRAS	LOC646762
KRAS	LOC646762
LOC646762	NRAS
HRAS	PHF21B
KRAS	PHF21B
NRAS	PHF21B
HRAS	ZNF207
KRAS	ZNF207
NRAS	ZNF207
HRAS	TMPRSS13
KRAS	TMPRSS13
NRAS	TMPRSS13
HRAS	PITX2
KRAS	PITX2
NRAS	PITX2
HRAS	LRRN1
KRAS	LRRN1
LRRN1	NRAS
F2RL3	HRAS
F2RL3	KRAS
F2RL3	NRAS
KBTBD11	MYC
CXCL10	MYC
CDA	TNNI3K
DCK	TNNI3K
RRM1	TNNI3K
TNNI3K	TYMS
CMPK1	TNNI3K
ABCB1	TNNI3K
ABCC10	TNNI3K
SLC29A1	TNNI3K
SLC28A1	TNNI3K
SLC29A2	TNNI3K
CDK4	RPL13A
PPM1D	RPL13A
HRAS	PIWIL4
KRAS	PIWIL4
NRAS	PIWIL4
FBXW7	HRAS
FBXW7	KRAS
FBXW7	NRAS
C9ORF68	HRAS
C9ORF68	KRAS
C9ORF68	NRAS
HRAS	YME1L1
KRAS	YME1L1
NRAS	YME1L1
FCGR1A	HRAS
FCGR1A	KRAS
FCGR1A	NRAS
HRAS	PDCD11
KRAS	PDCD11
NRAS	PDCD11
DCLK2	HRAS
DCLK2	KRAS
DCLK2	NRAS
HRAS	PON2
KRAS	PON2
NRAS	PON2
HIGD2A	HRAS
HIGD2A	KRAS
HIGD2A	NRAS
HRAS	PRDM4
KRAS	PRDM4
NRAS	PRDM4
C7orf42	HRAS
C7orf42	KRAS
C7orf42	NRAS
HRAS	TUBB1
KRAS	TUBB1
NRAS	TUBB1
HRAS	LOC340335
KRAS	LOC340335
LOC340335	NRAS
GABPB2	HRAS
GABPB2	KRAS
GABPB2	NRAS
CYP11B1	HRAS
CYP11B1	KRAS
CYP11B1	NRAS
HRAS	IL1RL2
IL1RL2	KRAS
IL1RL2	NRAS
C1orf107	HRAS
C1orf107	KRAS
C1orf107	NRAS
C17orf68	HRAS
C17orf68	KRAS
C17orf68	NRAS
HRAS	NSUN7
KRAS	NSUN7
NRAS	NSUN7
FBXW10	HRAS
FBXW10	KRAS
FBXW10	NRAS
HRAS	TRIM36
KRAS	TRIM36
NRAS	TRIM36
DOCK5	HRAS
DOCK5	KRAS
DOCK5	NRAS
C17orf62	HRAS
C17orf62	KRAS
C17orf62	NRAS
HRAS	TAP2
KRAS	TAP2
NRAS	TAP2
CLK2	HRAS
CLK2	KRAS
CLK2	NRAS
CXORF10	HRAS
CXORF10	KRAS
CXORF10	NRAS
HRAS	KIAA0082
KIAA0082	KRAS
KIAA0082	NRAS
CDC16	HRAS
CDC16	KRAS
CDC16	NRAS
HRAS	PHF16
KRAS	PHF16
NRAS	PHF16
ATP1B3	HRAS
ATP1B3	KRAS
ATP1B3	NRAS
HRAS	RFX4
KRAS	RFX4
NRAS	RFX4
FA2H	HRAS
FA2H	KRAS
FA2H	NRAS
HRAS	PDE4DIP
KRAS	PDE4DIP
NRAS	PDE4DIP
CDCA3	HRAS
CDCA3	KRAS
CDCA3	NRAS
DKC1	HRAS
DKC1	KRAS
DKC1	NRAS
HRAS	SIRPA
KRAS	SIRPA
NRAS	SIRPA
HM13	HRAS
HM13	KRAS
HM13	NRAS
HRAS	UBE2Z
KRAS	UBE2Z
NRAS	UBE2Z
CSNK2A1	HRAS
CSNK2A1	KRAS
CSNK2A1	NRAS
HRAS	SCFD2
KRAS	SCFD2
NRAS	SCFD2
HRAS	USP6
KRAS	USP6
NRAS	USP6
HRAS	PSMB4
KRAS	PSMB4
NRAS	PSMB4
EPRS	HRAS
EPRS	KRAS
EPRS	NRAS
ATP1A2	HRAS
ATP1A2	KRAS
ATP1A2	NRAS
HRAS	NAP1L6
KRAS	NAP1L6
NAP1L6	NRAS
HRAS	IL26
IL26	KRAS
IL26	NRAS
ALG2	HRAS
ALG2	KRAS
ALG2	NRAS
CLSTN3	HRAS
CLSTN3	KRAS
CLSTN3	NRAS
HRAS	ZC3HAV1L
KRAS	ZC3HAV1L
NRAS	ZC3HAV1L
HRAS	ZBTB5
KRAS	ZBTB5
NRAS	ZBTB5
EDA2R	HRAS
EDA2R	KRAS
EDA2R	NRAS
KCNIP2	MYC
CDA	KHK
DCK	KHK
KHK	RRM1
KHK	TYMS
CMPK1	KHK
ABCB1	KHK
ABCC10	KHK
KHK	SLC29A1
KHK	SLC28A1
KHK	SLC29A2
CDA	NEK6
DCK	NEK6
NEK6	RRM1
NEK6	TYMS
CMPK1	NEK6
ABCB1	NEK6
ABCC10	NEK6
NEK6	SLC29A1
NEK6	SLC28A1
NEK6	SLC29A2
CDA	PAK1
DCK	PAK1
PAK1	RRM1
PAK1	TYMS
CMPK1	PAK1
ABCB1	PAK1
ABCC10	PAK1
PAK1	SLC29A1
PAK1	SLC28A1
PAK1	SLC29A2
CASP8	CFLAR
CASP3	PARP1
BRCA2	RAD51
BAK1	BAX
CASP3	CASP8
MTOR	TP53
HRAS	LRRC10
KRAS	LRRC10
LRRC10	NRAS
HRAS	RAG1
KRAS	RAG1
NRAS	RAG1
HRAS	LCE5A
KRAS	LCE5A
LCE5A	NRAS
C2orf33	HRAS
C2orf33	KRAS
C2orf33	NRAS
EFNB2	HRAS
EFNB2	KRAS
EFNB2	NRAS
CATSPER1	HRAS
CATSPER1	KRAS
CATSPER1	NRAS
HRAS	RTN2
KRAS	RTN2
NRAS	RTN2
DYNLT3	HRAS
DYNLT3	KRAS
DYNLT3	NRAS
HRAS	MDH1
KRAS	MDH1
MDH1	NRAS
HRAS	TTC21B
KRAS	TTC21B
NRAS	TTC21B
HRAS	NCL
KRAS	NCL
NCL	NRAS
HRAS	NCKAP1
KRAS	NCKAP1
NCKAP1	NRAS
HRAS	SPATA17
KRAS	SPATA17
NRAS	SPATA17
HRAS	SP4
KRAS	SP4
NRAS	SP4
HRAS	LOC648987
KRAS	LOC648987
LOC648987	NRAS
HRAS	NDUFA9
KRAS	NDUFA9
NDUFA9	NRAS
AP2B1	HRAS
AP2B1	KRAS
AP2B1	NRAS
HRAS	RAB9B
KRAS	RAB9B
NRAS	RAB9B
CCDC112	HRAS
CCDC112	KRAS
CCDC112	NRAS
HRAS	LOC402229
KRAS	LOC402229
LOC402229	NRAS
HRAS	KCNH4
KCNH4	KRAS
KCNH4	NRAS
HRAS	TMEM177
KRAS	TMEM177
NRAS	TMEM177
HCG9	HRAS
HCG9	KRAS
HCG9	NRAS
ASB16	HRAS
ASB16	KRAS
ASB16	NRAS
HRAS	SULT4A1
KRAS	SULT4A1
NRAS	SULT4A1
HRAS	NRD1
KRAS	NRD1
NRAS	NRD1
HRAS	ZC3H10
KRAS	ZC3H10
NRAS	ZC3H10
AHCTF1	HRAS
AHCTF1	KRAS
AHCTF1	NRAS
ARID1B	HRAS
ARID1B	KRAS
ARID1B	NRAS
CCIN	HRAS
CCIN	KRAS
CCIN	NRAS
CFL1	HRAS
CFL1	KRAS
CFL1	NRAS
HRAS	PLD4
KRAS	PLD4
NRAS	PLD4
ATG4A	HRAS
ATG4A	KRAS
ATG4A	NRAS
FLJ32206	HRAS
FLJ32206	KRAS
FLJ32206	NRAS
HRAS	ZNF584
KRAS	ZNF584
NRAS	ZNF584
HRAS	PNLDC1
KRAS	PNLDC1
NRAS	PNLDC1
CKAP5	HRAS
CKAP5	KRAS
CKAP5	NRAS
HRAS	NOL3
KRAS	NOL3
NOL3	NRAS
HRAS	RSBN1
KRAS	RSBN1
NRAS	RSBN1
HRAS	SLC38A4
KRAS	SLC38A4
NRAS	SLC38A4
HRAS	RNF166
KRAS	RNF166
NRAS	RNF166
HRAS	SEPT1
KRAS	SEPT1
NRAS	SEPT1
FBXL20	HRAS
FBXL20	KRAS
FBXL20	NRAS
ATG16L2	HRAS
ATG16L2	KRAS
ATG16L2	NRAS
HRAS	ZNF2
KRAS	ZNF2
NRAS	ZNF2
BAIAP2L1	MYC
CDA	ITPKC
DCK	ITPKC
ITPKC	RRM1
ITPKC	TYMS
CMPK1	ITPKC
ABCB1	ITPKC
ABCC10	ITPKC
ITPKC	SLC29A1
ITPKC	SLC28A1
ITPKC	SLC29A2
CDA	LMTK2
DCK	LMTK2
LMTK2	RRM1
LMTK2	TYMS
CMPK1	LMTK2
ABCB1	LMTK2
ABCC10	LMTK2
LMTK2	SLC29A1
LMTK2	SLC28A1
LMTK2	SLC29A2
CDA	MAP2K7
DCK	MAP2K7
MAP2K7	RRM1
MAP2K7	TYMS
CMPK1	MAP2K7
ABCB1	MAP2K7
ABCC10	MAP2K7
MAP2K7	SLC29A1
MAP2K7	SLC28A1
MAP2K7	SLC29A2
CDA	PRKD2
DCK	PRKD2
PRKD2	RRM1
PRKD2	TYMS
CMPK1	PRKD2
ABCB1	PRKD2
ABCC10	PRKD2
PRKD2	SLC29A1
PRKD2	SLC28A1
PRKD2	SLC29A2
CDA	STK33
DCK	STK33
RRM1	STK33
STK33	TYMS
CMPK1	STK33
ABCB1	STK33
ABCC10	STK33
SLC29A1	STK33
SLC28A1	STK33
SLC29A2	STK33
CDA	VRK3
DCK	VRK3
RRM1	VRK3
TYMS	VRK3
CMPK1	VRK3
ABCB1	VRK3
ABCC10	VRK3
SLC29A1	VRK3
SLC28A1	VRK3
SLC29A2	VRK3
HRAS	NA
KRAS	NA
NA	NRAS
HRAS	HSPA9
HSPA9	KRAS
HSPA9	NRAS
HRAS	IARS2
IARS2	KRAS
IARS2	NRAS
BXDC5	HRAS
BXDC5	KRAS
BXDC5	NRAS
C13orf15	HRAS
C13orf15	KRAS
C13orf15	NRAS
HRAS	TCEB3
KRAS	TCEB3
NRAS	TCEB3
HRAS	MAD2L1
KRAS	MAD2L1
MAD2L1	NRAS
HRAS	KCTD12
KCTD12	KRAS
KCTD12	NRAS
ELL	HRAS
ELL	KRAS
ELL	NRAS
GML	HRAS
GML	KRAS
GML	NRAS
ACVRL1	HRAS
ACVRL1	KRAS
ACVRL1	NRAS
HRAS	TPP2
KRAS	TPP2
NRAS	TPP2
HRAS	NQO2
KRAS	NQO2
NQO2	NRAS
HRAS	NVL
KRAS	NVL
NRAS	NVL
HRAS	RYR2
KRAS	RYR2
NRAS	RYR2
CCHCR1	HRAS
CCHCR1	KRAS
CCHCR1	NRAS
HRAS	SLITRK2
KRAS	SLITRK2
NRAS	SLITRK2
HRAS	SEPT14
KRAS	SEPT14
NRAS	SEPT14
HRAS	RBM39
KRAS	RBM39
NRAS	RBM39
HRAS	POLR3B
KRAS	POLR3B
NRAS	POLR3B
DDX46	HRAS
DDX46	KRAS
DDX46	NRAS
HRAS	RAPGEF1
KRAS	RAPGEF1
NRAS	RAPGEF1
FAM114A1	HRAS
FAM114A1	KRAS
FAM114A1	NRAS
HRAS	MRPL49
KRAS	MRPL49
MRPL49	NRAS
FAM63A	HRAS
FAM63A	KRAS
FAM63A	NRAS
HRAS	TMEM19
KRAS	TMEM19
NRAS	TMEM19
EEF1A1	HRAS
EEF1A1	KRAS
EEF1A1	NRAS
FLJ22447	MYC
CDA	PDPK1
DCK	PDPK1
PDPK1	RRM1
PDPK1	TYMS
CMPK1	PDPK1
ABCB1	PDPK1
ABCC10	PDPK1
PDPK1	SLC29A1
PDPK1	SLC28A1
PDPK1	SLC29A2
RAD51	SSBP1
MT1X	RPL13A
NHP2	RPL13A
HRAS	LOC645100
KRAS	LOC645100
LOC645100	NRAS
HRAS	ZFYVE16
KRAS	ZFYVE16
NRAS	ZFYVE16
HRAS	SPINK2
KRAS	SPINK2
NRAS	SPINK2
C20orf70	HRAS
C20orf70	KRAS
C20orf70	NRAS
HRAS	SNUPN
KRAS	SNUPN
NRAS	SNUPN
BASP1	HRAS
BASP1	KRAS
BASP1	NRAS
CALR	HRAS
CALR	KRAS
CALR	NRAS
ALMS1	HRAS
ALMS1	KRAS
ALMS1	NRAS
COPS8	HRAS
COPS8	KRAS
COPS8	NRAS
HRAS	PSMC5
KRAS	PSMC5
NRAS	PSMC5
HRAS	MRPL3
KRAS	MRPL3
MRPL3	NRAS
DUSP22	HRAS
DUSP22	KRAS
DUSP22	NRAS
HRAS	SNW1
KRAS	SNW1
NRAS	SNW1
HRAS	PSMD12
KRAS	PSMD12
NRAS	PSMD12
COX4I2	HRAS
COX4I2	KRAS
COX4I2	NRAS
HRAS	RPL24P1
KRAS	RPL24P1
NRAS	RPL24P1
C21orf25	HRAS
C21orf25	KRAS
C21orf25	NRAS
HRAS	PLA2G2A
KRAS	PLA2G2A
NRAS	PLA2G2A
HRAS	SHKBP1
KRAS	SHKBP1
NRAS	SHKBP1
HRAS	PRPF19
KRAS	PRPF19
NRAS	PRPF19
HRAS	XRCC1
KRAS	XRCC1
NRAS	XRCC1
FBXL10	HRAS
FBXL10	KRAS
FBXL10	NRAS
HRAS	TTBK2
KRAS	TTBK2
NRAS	TTBK2
HRAS	HSPA14
HSPA14	KRAS
HSPA14	NRAS
CTNS	HRAS
CTNS	KRAS
CTNS	NRAS
HRAS	LIN7A
KRAS	LIN7A
LIN7A	NRAS
HRAS	NEDD8
KRAS	NEDD8
NEDD8	NRAS
CXORF40A	HRAS
CXORF40A	KRAS
CXORF40A	NRAS
HRAS	OR2T11
KRAS	OR2T11
NRAS	OR2T11
EMID1	HRAS
EMID1	KRAS
EMID1	NRAS
BAT1	HRAS
BAT1	KRAS
BAT1	NRAS
HRAS	IKBKAP
IKBKAP	KRAS
IKBKAP	NRAS
EFTUD1	HRAS
EFTUD1	KRAS
EFTUD1	NRAS
C6orf145	HRAS
C6orf145	KRAS
C6orf145	NRAS
ALB	FOSL1
FOSL1	ORM1
CYP3A4	FOSL1
CYP3A5	FOSL1
CYP3A7	FOSL1
CYP1A2	FOSL1
CYP2C9	FOSL1
CYP2D6	FOSL1
CYP2C19	FOSL1
FOSL1	PTGS1
BCR/ABL fusion	FOSL1
FOSL1	KIT
FOSL1	RET
FOSL1	NTRK1
CSF1R	FOSL1
FOSL1	PDGFRA
DDR1	FOSL1
ABL1	FOSL1
FOSL1	PDGFRB
FOSL1	SLC22A1
ABCB1	FOSL1
FOSL1	SLC22A2
ABCG2	FOSL1
ABCA3	FOSL1
CDA	CDKL5
CDKL5	DCK
CDKL5	RRM1
CDKL5	TYMS
CDKL5	CMPK1
ABCB1	CDKL5
ABCC10	CDKL5
CDKL5	SLC29A1
CDKL5	SLC28A1
CDKL5	SLC29A2
CDA	CSK
CSK	DCK
CSK	RRM1
CSK	TYMS
CMPK1	CSK
ABCB1	CSK
ABCC10	CSK
CSK	SLC29A1
CSK	SLC28A1
CSK	SLC29A2
CDA	FER
DCK	FER
FER	RRM1
FER	TYMS
CMPK1	FER
ABCB1	FER
ABCC10	FER
FER	SLC29A1
FER	SLC28A1
FER	SLC29A2
CDA	KDR
DCK	KDR
KDR	TYMS
CMPK1	KDR
ABCB1	KDR
ABCC10	KDR
KDR	SLC29A1
KDR	SLC28A1
KDR	SLC29A2
CDA	MAPKAPK3
DCK	MAPKAPK3
MAPKAPK3	RRM1
MAPKAPK3	TYMS
CMPK1	MAPKAPK3
ABCB1	MAPKAPK3
ABCC10	MAPKAPK3
MAPKAPK3	SLC29A1
MAPKAPK3	SLC28A1
MAPKAPK3	SLC29A2
CDA	SPHK1
DCK	SPHK1
RRM1	SPHK1
SPHK1	TYMS
CMPK1	SPHK1
ABCB1	SPHK1
ABCC10	SPHK1
SLC29A1	SPHK1
SLC28A1	SPHK1
SLC29A2	SPHK1
DNTT	RPL13A
POLD4	RPL13A
HRAS	RQCD1
KRAS	RQCD1
NRAS	RQCD1
CLIC1	HRAS
CLIC1	KRAS
CLIC1	NRAS
DNM3	HRAS
DNM3	KRAS
DNM3	NRAS
HRAS	TRNT1
KRAS	TRNT1
NRAS	TRNT1
BXDC1	HRAS
BXDC1	KRAS
BXDC1	NRAS
DIXDC1	HRAS
DIXDC1	KRAS
DIXDC1	NRAS
DNTTIP1	HRAS
DNTTIP1	KRAS
DNTTIP1	NRAS
HMGN2	HRAS
HMGN2	KRAS
HMGN2	NRAS
HRAS	RPA2
KRAS	RPA2
NRAS	RPA2
DYNLL2	HRAS
DYNLL2	KRAS
DYNLL2	NRAS
HRAS	HRG
HRG	KRAS
HRG	NRAS
HRAS	RRP9
KRAS	RRP9
NRAS	RRP9
CBLN4	HRAS
CBLN4	KRAS
CBLN4	NRAS
ASB17	HRAS
ASB17	KRAS
ASB17	NRAS
HRAS	PPWD1
KRAS	PPWD1
NRAS	PPWD1
HRAS	RAD23B
KRAS	RAD23B
NRAS	RAD23B
HRAS	POLM
KRAS	POLM
NRAS	POLM
HRAS	TSPYL3
KRAS	TSPYL3
NRAS	TSPYL3
HRAS	HSCB
HSCB	KRAS
HSCB	NRAS
HRAS	SUZ12
KRAS	SUZ12
NRAS	SUZ12
HRAS	USP25
KRAS	USP25
NRAS	USP25
HRAS	LSM5
KRAS	LSM5
LSM5	NRAS
HRAS	USPL1
KRAS	USPL1
NRAS	USPL1
HRAS	RPL30
KRAS	RPL30
NRAS	RPL30
CTNNA1	HRAS
CTNNA1	KRAS
CTNNA1	NRAS
HRAS	TNIK
KRAS	TNIK
NRAS	TNIK
HRAS	KIAA0355
KIAA0355	KRAS
KIAA0355	NRAS
HRAS	LOC391135
KRAS	LOC391135
LOC391135	NRAS
HRAS	IARS
IARS	KRAS
IARS	NRAS
HRAS	PSMB6
NRAS	PSMB6
EXOSC10	HRAS
EXOSC10	KRAS
EXOSC10	NRAS
ANXA5	MYC
CDA	RIPK1
DCK	RIPK1
RIPK1	RRM1
RIPK1	TYMS
CMPK1	RIPK1
ABCB1	RIPK1
ABCC10	RIPK1
RIPK1	SLC29A1
RIPK1	SLC28A1
RIPK1	SLC29A2
HRAS	OR9A2
KRAS	OR9A2
NRAS	OR9A2
HRAS	PHF5A
KRAS	PHF5A
NRAS	PHF5A
GLI3	HRAS
GLI3	KRAS
GLI3	NRAS
FBL	HRAS
FBL	KRAS
FBL	NRAS
C9orf84	HRAS
C9orf84	KRAS
C9orf84	NRAS
HRAS	TMED10
KRAS	TMED10
NRAS	TMED10
HRAS	TP53I3
KRAS	TP53I3
NRAS	TP53I3
HRAS	LRRC32
KRAS	LRRC32
LRRC32	NRAS
EIF3G	HRAS
EIF3G	KRAS
EIF3G	NRAS
HRAS	SFRS9
KRAS	SFRS9
NRAS	SFRS9
HRAS	PGCP
KRAS	PGCP
NRAS	PGCP
HRAS	PDE3A
KRAS	PDE3A
NRAS	PDE3A
GRTP1	HRAS
GRTP1	KRAS
GRTP1	NRAS
HRAS	KRT32
KRAS	KRT32
KRT32	NRAS
HRAS	SYT14
KRAS	SYT14
NRAS	SYT14
HRAS	METAP2
KRAS	METAP2
METAP2	NRAS
EIF2AK2	HRAS
EIF2AK2	KRAS
EIF2AK2	NRAS
HRAS	UBA52
KRAS	UBA52
NRAS	UBA52
HRAS	SNRPN
KRAS	SNRPN
NRAS	SNRPN
HRAS	ZMYM5
KRAS	ZMYM5
NRAS	ZMYM5
HRAS	KLB
KLB	KRAS
KLB	NRAS
ECH1	HRAS
ECH1	KRAS
ECH1	NRAS
HRAS	TUBAL3
KRAS	TUBAL3
NRAS	TUBAL3
HRAS	ZC3H15
KRAS	ZC3H15
NRAS	ZC3H15
HIST1H2BG	HRAS
HIST1H2BG	KRAS
HIST1H2BG	NRAS
CDA	CDC42BPA
CDC42BPA	DCK
CDC42BPA	RRM1
CDC42BPA	TYMS
CDC42BPA	CMPK1
ABCB1	CDC42BPA
ABCC10	CDC42BPA
CDC42BPA	SLC29A1
CDC42BPA	SLC28A1
CDC42BPA	SLC29A2
CDA	MAP3K7
DCK	MAP3K7
MAP3K7	RRM1
MAP3K7	TYMS
CMPK1	MAP3K7
ABCB1	MAP3K7
ABCC10	MAP3K7
MAP3K7	SLC29A1
MAP3K7	SLC28A1
MAP3K7	SLC29A2
CDA	SNRK
DCK	SNRK
RRM1	SNRK
SNRK	TYMS
CMPK1	SNRK
ABCB1	SNRK
ABCC10	SNRK
SLC29A1	SNRK
SLC28A1	SNRK
SLC29A2	SNRK
POLR2A	RRM1
RPL13A	RRM1
HRAS	LOC255654
KRAS	LOC255654
LOC255654	NRAS
EIF3S8	HRAS
EIF3S8	KRAS
EIF3S8	NRAS
HRAS	MTX2
KRAS	MTX2
MTX2	NRAS
DKFZP761C1 711	HRAS
DKFZP761C1 711	KRAS
DKFZP761C1 711	NRAS
HRAS	SH3PXD2B
KRAS	SH3PXD2B
NRAS	SH3PXD2B
CARHSP1	HRAS
CARHSP1	KRAS
CARHSP1	NRAS
HRAS	PIN1
KRAS	PIN1
NRAS	PIN1
C8ORFK36	HRAS
C8ORFK36	KRAS
C8ORFK36	NRAS
HRAS	RGS5
KRAS	RGS5
NRAS	RGS5
HRAS	RPL34
KRAS	RPL34
NRAS	RPL34
HRAS	PHF7
KRAS	PHF7
NRAS	PHF7
HRAS	SUV39H2
KRAS	SUV39H2
NRAS	SUV39H2
HRAS	PIAS1
KRAS	PIAS1
NRAS	PIAS1
HRAS	NUP205
KRAS	NUP205
NRAS	NUP205
HRAS	TRPM2
KRAS	TRPM2
NRAS	TRPM2
EAF1	MYC
MYC	TOMM70A
AKIP	CDA
AKIP	DCK
AKIP	RRM1
AKIP	TYMS
AKIP	CMPK1
ABCB1	AKIP
ABCC10	AKIP
AKIP	SLC29A1
AKIP	SLC28A1
AKIP	SLC29A2
CDA	CSNK1E
CSNK1E	DCK
CSNK1E	RRM1
CSNK1E	TYMS
CMPK1	CSNK1E
ABCB1	CSNK1E
ABCC10	CSNK1E
CSNK1E	SLC29A1
CSNK1E	SLC28A1
CSNK1E	SLC29A2
CDA	FLT1
DCK	FLT1
FLT1	RRM1
FLT1	TYMS
CMPK1	FLT1
ABCB1	FLT1
ABCC10	FLT1
FLT1	SLC29A1
FLT1	SLC28A1
FLT1	SLC29A2
CDA	STK17A
DCK	STK17A
RRM1	STK17A
STK17A	TYMS
CMPK1	STK17A
ABCB1	STK17A
ABCC10	STK17A
SLC29A1	STK17A
SLC28A1	STK17A
SLC29A2	STK17A
POLM	RAD51
POLR2A	RPL13A
PARP2	RPL13A
CACNB3	HRAS
CACNB3	KRAS
CACNB3	NRAS
ALG3	HRAS
ALG3	KRAS
ALG3	NRAS
HRAS	NRXN1
KRAS	NRXN1
NRAS	NRXN1
GATAD2A	HRAS
GATAD2A	KRAS
GATAD2A	NRAS
HRAS	TSPAN15
KRAS	TSPAN15
NRAS	TSPAN15
BACH2	HRAS
BACH2	KRAS
BACH2	NRAS
CDH5	HRAS
CDH5	KRAS
CDH5	NRAS
GPR81	HRAS
GPR81	KRAS
GPR81	NRAS
HRAS	TGIF2
KRAS	TGIF2
NRAS	TGIF2
HRAS	MLKL
KRAS	MLKL
MLKL	NRAS
HRAS	SPAST
KRAS	SPAST
NRAS	SPAST
ART5	HRAS
ART5	KRAS
ART5	NRAS
HRAS	UNKL
KRAS	UNKL
NRAS	UNKL
HRAS	ODC1
KRAS	ODC1
NRAS	ODC1
HRAS	TCOF1
KRAS	TCOF1
NRAS	TCOF1
CHMP2B	HRAS
CHMP2B	KRAS
CHMP2B	NRAS
HRAS	UBXD4
KRAS	UBXD4
NRAS	UBXD4
EGR1	MYC
CDA	HIPK1
DCK	HIPK1
HIPK1	RRM1
HIPK1	TYMS
CMPK1	HIPK1
ABCB1	HIPK1
ABCC10	HIPK1
HIPK1	SLC29A1
HIPK1	SLC28A1
HIPK1	SLC29A2
CDA	PI4KII
DCK	PI4KII
PI4KII	RRM1
PI4KII	TYMS
CMPK1	PI4KII
ABCB1	PI4KII
